Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Duration_missing
Mansarovar,1946,,,,,David Abraham,,,,True
Mansoor Miyanar Ghora,2000,,Drama,6.2,15.0,Nabyendu Chatterjee,Baisul Islam Asad,Archana Banerjee,Arun Mukherjee,True
Mansukh Chaturvedi Ki Atmakatha,2019,90.0,Drama,,,Sachin Gupta,Sandeep Singh,Anamika Shukla,Monika,False
Manthan,1941,,,,,Rajkumari,,,,True
Manthan: Ek Kashmakash,2008,,Action,,,Kumar Raj,Sanjay Kumar,Kradhikka,Alok Nath,True
Manthrikan,2012,,"Comedy, Drama, Horror",3.4,69.0,Anil,Poonam Bajwa,Natasha Doshi,Muktha George,True
Manto,2018,112.0,"Biography, Drama",7.4,3929.0,Nandita Das,Nawazuddin Siddiqui,Rasika Dugal,Tahir Raj Bhasin,False
Mantostaan,2017,92.0,"Drama, History",6.0,89.0,Rahat Kazmi,Bhanu Pratap Singh,Sonal Sehgal,Shoib Shah,False
Mantra Shakti,2002,103.0,Horror,,,Aishwarya,Shweta Menon,Siddique,,False
Manu the Great,1989,,"Crime, Drama, Fantasy",,,Manu Narang,Raj Kiran,Kapil Mohan,Manu Narang,True
Manvee,2021,87.0,Drama,,,Tanmay Nag,Jayanta Mondal,Sagar Kumar,Peehu Biswas,False
Manzil,1960,120.0,"Drama, Romance",6.0,65.0,Mandi Burman,Dev Anand,Nutan,K.N. Singh,False
Manzil,1979,113.0,"Drama, Romance, Family",6.9,289.0,Basu Chatterjee,Amitabh Bachchan,Moushumi Chatterjee,Rakesh Pandey,False
Manzilein Aur Bhi Hain,1974,112.0,Drama,4.2,16.0,Mahesh Bhatt,Gulshan Arora,Kabir Bedi,Mukesh Bhatt,False
Manzoor,1949,,"Drama, Romance",,,Subodh Mitra,Asitbaran,Chhabi Biswas,Asita Bose,True
Maqaar,1986,,Action,,,Krishna Sethi,Chandrashekhar,Bindiya Goswami,Madhu Malhotra,True
Maqbool,2003,132.0,"Crime, Drama, Thriller",8.1,10024.0,Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur,False
Maqsad,1984,166.0,"Action, Crime",5.9,83.0,K. Bapaiah,Rajesh Khanna,Jeetendra,Jaya Prada,False
Mar Mitenge,1988,,Action,4.5,30.0,Kawal Sharma,Jeetendra,Mithun Chakraborty,Madhavi,True
Mard,1985,177.0,"Action, Drama, Romance",6.2,1604.0,Manmohan Desai,Amitabh Bachchan,Amrita Singh,Nirupa Roy,False
Mard,1998,135.0,Action,4.2,31.0,Ganpati Bohra,Mithun Chakraborty,Ravali,Kader Khan,False
Mard Ka Bachcha,1936,,,,,Ajay Kumar,Zohra,,,True
Mard Ka Badla,1988,,Action,,,,,,,True
Mard Ki Zabaan,1987,,Action,4.5,20.0,K. Bapaiah,Dharmendra,Jackie Shroff,Poonam Dhillon,True
Mard Ko Dard Nahin Hota,2018,134.0,"Action, Comedy",7.4,6647.0,Vasan Bala,Abhimanyu Dasani,Radhika Madan,Mahesh Manjrekar,False
Mardaani,2014,113.0,"Action, Crime, Drama",7.3,11913.0,Pradeep Sarkar,Rani Mukerji,Tahir Raj Bhasin,Priyanka Sharma,False
Mardaani 2,2019,103.0,"Action, Crime, Drama",7.4,8198.0,Gopi Puthran,Sunny Hinduja,Rani Mukerji,Rajesh Sharma,False
Mardangi,1988,,"Action, Thriller",,,S.R. Pratap,Aman Virk,Hemant Birje,Dara Singh,True
Mardangi,2005,,Action,,,Aasika,Babu Mohan,Sundar,,True
Mardani,1983,,"Action, Crime, Drama",6.4,14.0,Govind Kulkarni,Master Makrand Bapat,Kamini Bhatia,Chhagan Bhujbal,True
Marde Maidan,1935,,,,,Gulzar,Kanta,,,True
Mardon Mein Mard,1987,,Action,,,Kukoo Kapoor,Archana Joglekar,Goga Kapoor,Shakti Kapoor,True
Mardon Wali Baat,1988,,"Action, Adventure, Comedy",5.0,54.0,Brij,Dharmendra,Sanjay Dutt,Shabana Azmi,True
Marega Salaa,2009,,"Crime, Drama, Mystery",4.9,46.0,Devang Dholakia,Jimmy Sheirgill,Kim Sharma,Hrishitaa Bhatt,True
Margarita with a Straw,2014,100.0,Drama,7.2,3565.0,Shonali Bose,Nilesh Maniyar,Kalki Koechlin,Revathi,False
MarginalizedAadhaar,2021,69.0,Documentary,,,Subhashish Panigrahi,Ramani,Usha Ramanathan,Dinabandhu Gamango,False
Marichika,1988,,Drama,,,Kesar Vasistha,Chitra,Vishwanath,Raghuvir Yadav,True
Marigold,2007,110.0,"Comedy, Music, Romance",4.8,1890.0,Willard Carroll,Salman Khan,Ali Larter,Nandana Sen,False
Marine Drive,1955,132.0,"Action, Crime, Drama",6.4,16.0,G.P. Sippy,Bina Rai,Ajit,K.N. Singh,False
Marjaavaan,2019,152.0,"Action, Drama, Romance",3.6,3146.0,Milap Zaveri,Riteish Deshmukh,Sidharth Malhotra,Tara Sutaria,False
Mark..!,2020,114.0,Thriller,,,,,,,False
Market,2003,160.0,"Drama, Musical",3.5,132.0,Jayprakkash Shaw,Manisha Koirala,Suman Ranganath,Aryan Vaid,False
Marksheet,2019,,Drama,,,Kamal Chandra,Mahesh Bhatt,Satyakam Gupta,Rajiv Mishra,True
Marma,2002,,"Drama, Horror, Mystery",6.3,33.0,Sunil Kumar Desai,Anand,Shringar Nagaraj,Prema,True
Marma Mudichu,2020,,Horror,6.8,6.0,Pran,Chethan,Shobha Rani,Rohith,True
Marne Bhi Do Yaaron,2019,130.0,Comedy,4.9,73.0,Kashmira Shah,Krishna Abhishek,Kashmira Shah,Rishaab Chauhaan,False
Maroon,2017,94.0,Thriller,5.1,291.0,Pulkit,Devyani Cm,Manav Kaul,Saurabh Sachdeva,False
Married 2 America,2012,,Thriller,4.2,17.0,Dilip Shankar,Archana Joglekar,Akhilendra Mishra,Chetan Pandit,True
Marshal,2002,109.0,Action,5.4,17.0,Manish R. Khandelwal,Ishrat Ali,Liyaqat Bari,Mithun Chakraborty,False
Marte Dam Tak,1987,155.0,"Action, Drama",4.9,108.0,Mehul Kumar,Raaj Kumar,Govinda,Farha Naaz,False
Martyrs of Marriage,2016,90.0,Documentary,8.5,166.0,Deepika Narayan Bhardwaj,,,,False
Marudhar Express,2019,106.0,"Drama, Romance",6.1,554.0,Vishal Mishra,Kunaal Roy Kapur,Tara-Alisha Berry,Rajesh Sharma,False
Maruti Mera Dosst,2009,,"Animation, Adventure, Drama",7.9,53.0,Manikya Raju,Shahbaaz Khan,Sushmita Mukherjee,Erik A. Nanda,True
Marvel Man,1964,,Action,,,Shakeela Bano Bhopali,Chandrakant,Mahesh Desai,Dhanraj,True
Mary Kom,2014,122.0,"Action, Biography, Drama",6.8,10089.0,Omung Kumar,Priyanka Chopra Jonas,Sunil Thapa,Robin Das,False
Maryada,1971,154.0,"Family, Romance",7.1,61.0,Aravind Sen,Rajesh Khanna,Raaj Kumar,Mala Sinha,False
Masaan,2015,109.0,Drama,8.2,24900.0,Neeraj Ghaywan,Richa Chadha,Sanjay Mishra,Vicky Kaushal,False
Masala Chai,2017,80.0,Documentary,8.2,27.0,Marco H�lser,Mohammad Chacha,Gouri Mahato,Subodh Pramod,False
Masala Republic,2014,135.0,"Comedy, Thriller",5.2,105.0,Visakh G S,Indrajith Sukumaran,Soubin Shahir,Vinay Forrt,False
Masangram,1990,,,,,,,,,True
Maseeha,2002,117.0,"Action, Crime, Drama",4.1,74.0,Partho Ghosh,Sunil Shetty,Namrata Shirodkar,Inder Kumar,False
Mashaal,1950,136.0,Drama,6.2,5.0,Nitin Bose,Ashok Kumar,Sumitra Devi,Ruma Guha Thakurta,False
Mashaal,1984,162.0,"Action, Drama, Family",7.3,655.0,Yash Chopra,Anil Kapoor,Dilip Kumar,Waheeda Rehman,False
Mashooka,1953,,Romance,,,Shanti Kumar,Mukesh,Suraiya,Durga Khote,True
Mashooka,2005,107.0,"Drama, Musical, Romance",5.3,30.0,Afzal Ahmad,Aditya Bal,Meghna Naidu,Vidya Malvade,False
Mashooq,1992,,"Drama, Romance",5.3,43.0,H.M. Mirza,Mahrukh Mirza,Shahrukh Mirza,Ayub Khan,True
Maska,2020,111.0,"Comedy, Drama, Romance",5.8,1317.0,Neeraj Udhwani,Prit Kamani,Manisha Koirala,Shirley Setia,False
Maska,2009,156.0,"Action, Comedy, Drama",5.2,284.0,Gopal B.,Ram Pothineni,Hansika Motwani,Sheela Kaur,False
Maskhara,2021,,"Drama, Thriller",,,Jaimin Bal,Prachi Desai,Sumeet Vyas,Prashant Narayanan,True
Masoom,1983,165.0,Drama,8.4,3771.0,Shekhar Kapur,Naseeruddin Shah,Shabana Azmi,Jugal Hansraj,False
Masoom,1960,,Drama,7.3,23.0,Satyen Bose,Sarosh Irani,Aziz,Honey Irani,True
Masoom,1941,,,,,S.F. Hasnain,,,,True
Masoom,1996,130.0,"Action, Comedy, Thriller",5.8,95.0,Mahesh Kothare,Tinnu Anand,Sulabha Arya,Arun Bakshi,False
Masoom Chudail,2000,,Horror,,,Rajni Chandra,Ajay Raj,Damini Kanwal Shetty,,True
Massey Sahib,1986,118.0,Drama,7.2,105.0,Pradip Krishen,Raghuvir Yadav,Barry John,Arundhati Roy,False
Mast,1999,153.0,"Comedy, Musical, Romance",5.4,903.0,Ram Gopal Varma,Aftab Shivdasani,Urmila Matondkar,Dalip Tahil,False
Mast Curry,2014,90.0,Comedy,,,Amit r Agarwal,Amit r Agarwal,,,False
Mast Fakir,1934,,,,,D.N. Madhok,Moti,Sushila,,True
Mast Kalandar,1991,143.0,"Action, Drama, Thriller",5.2,44.0,Rahul Rawail,Dharmendra,Dimple Kapadia,Shammi Kapoor,False
Mast Qalandar,1955,,"Drama, Family",,,Kedar Kapoor,Mahipal,Shakila,Johnny Walker,True
Mastaani,2005,,Drama,4.4,19.0,K. Ravi Raj,Akshay Bedi,Sonia Bhagiyaa,Shabnam Kapoor,True
Mastan Dada,1977,,"Action, Crime, Thriller",,,Satyen Bose,Ashok Kumar,Sanjay Khan,Parveen Babi,True
Mastana,1954,,"Drama, Family",6.7,6.0,Harnam Singh Rawail,Motilal,Nigar Sultana,Chandrashekhar,True
Mastana,1970,151.0,"Drama, Comedy, Family",6.8,51.0,Adurthi Subba Rao,Mehmood,Padmini,Bharathi,False
Mastana Mashook,1936,,,,,Ansuya,,,,True
Mastang Mama,2010,,Comedy,,,Vikram Singh,Asrani,Ravi Baswani,Gulshan Grover,True
Mastani,1955,,,,,Dhirubhai Desai,Agha,Manher Desai,Shahu Modak,True
Mastani Dilruba,2005,,Thriller,,,,,,,True
Mastani Girls,2007,101.0,Drama,,,Priyanka,,,,False
Master,2001,152.0,Action,4.8,24.0,Suneil Anand,Suneil Anand,Ting Leung,Sadashiv Amrapurkar,False
Master Man,1938,,Action,,,Leela Chitnis,Jeevan,,,True
Masterji,1985,178.0,"Comedy, Drama, Romance",6.5,95.0,K. Raghavendra Rao,Rajesh Khanna,Sridevi,Anita Raj,False
Masti,2004,166.0,"Comedy, Crime, Mystery",6.2,6068.0,Indra Kumar,Aftab Shivdasani,Vivek Oberoi,Riteish Deshmukh,False
Masti Bhari Jawani,2005,,Thriller,,,Shakeela,,,,True
Masti Express,2011,103.0,"Adventure, Comedy, Drama",5.1,91.0,Vikram Pradhan,Rajpal Yadav,Johnny Lever,Divya Dutta,False
Masti Ka Yeh Aalam,2003,,Comedy,,,,,,,True
Masti Ke Do Pal,2000,,Thriller,,,Maria,Roshni,,,True
MASTI NAHI SASTI,2017,96.0,Comedy,3.3,6.0,Prem Chopra,Jagdeep,Shakti Kapoor,Kader Khan,False
Mastizaade,2016,119.0,Comedy,2.4,2622.0,Milap Zaveri,Tusshar Kapoor,Vir Das,Sunny Leone,False
Mastram,2013,98.0,"Biography, Drama",4.8,514.0,Akhilesh Jaiswal,Dhwani Gautam,Rahul Bagga,Tara-Alisha Berry,False
Mata,1942,,,,,Gunjal,Shobhna Samarth,Chandrakant,Moti,True
Mata Mahakali,1968,,Fantasy,,,Dhirubhai Desai,Nalini Chonkar,Jayshree Gadkar,Shahu Modak,True
Matak vivah,2020,,Drama,,,Ram Tiwari,Amit Jaat,Sahil Mishra,,True
Match Fixing,2002,,Comedy,,,Raghuvaran,Prakash Raj,Simran,Raju Sundaram,True
Match Of Life,2020,,Comedy,5.4,5.0,Aman Sagar,Rajpal Yadav,Stefy Patel,Supriya Karnik,True
Mati Manas,1985,92.0,"Documentary, Drama",7.7,42.0,Mani Kaul,Robin Das,Anita Kanwar,Ashok Sharma,False
Matlabi,1948,,,,,Master Bhagwan,,,,True
Matlabi,1989,,Drama,,,,,,,True
Matlabi Duniya,1936,,Drama,,,Jayant Desai,Ram Apte,,,True
Matlabi Duniya,1961,,,,,Radhakant,Dhumal,Ananth Kumar,Satish Vyas,True
Matlahi,1948,,,,,Master Bhagwan,,,,True
Matru ki Bijlee ka Mandola,2013,151.0,"Comedy, Drama",5.6,6035.0,Vishal Bhardwaj,Pankaj Kapur,Imran Khan,Anushka Sharma,False
Matrubhoomi,1949,,,,,Ishwarlal,,,,True
Matrubhoomi: A Nation Without Women,2003,99.0,Drama,7.7,2042.0,Manish Jha,Tulip Joshi,Sudhir Pandey,Sushant Singh,False
Matsar,2017,112.0,"Drama, Family",,,Dave Jigar,Archan Trivedi,Pranshi Patel,Karm Vyas,False
Matsya Gandha,1934,,,,,Maruti Rao,Tara,,,True
Matto Ki Saikil,2020,95.0,Drama,,,M. Gani,Anita Choudhary,Prakash Jha,Dimpy Mishra,False
Matwala,1958,,Comedy,,,Anjali Devi,Ranjan,,,True
Matwala Shair Ram Joshi,1947,132.0,,,,Baburao Painter,Shantaram Rajaram Vankudre,,,False
Matwale,1947,,,,,Master Bhagwan,,,,True
Matwali Jogan,1936,,,,,K. Amarnath,,,,True
Matwali Meera,1947,,,,,Baburao Patel,Mukhtar Begum,Nissar,Ranjit Kumari,True
Matwali Padosan,2003,,Thriller,,,Poonam Dasgupta,Lekha Paul,Shakeela,,True
Matwali Sali,2001,,Thriller,,,Bhaskar,Devika,Sharmili,,True
Mauj,1943,,,,,Nanabhai Bhatt,Babubhai Mistry,Fearless Nadia,,True
Mauji Jeevan,1944,,,,,Ghori,,,,True
Mauqaa,1978,,Romance,,,,,,,True
Mausam,1975,156.0,"Musical, Romance",8.1,868.0,Gulzar,Sanjeev Kumar,Sharmila Tagore,Om Shivpuri,False
Mausam,2011,161.0,"Drama, Romance, War",4.7,5258.0,Pankaj Kapur,Shahid Kapoor,Sonam Kapoor,Anupam Kher,False
Mausam Badlaa Hain,1978,,Romance,,,,,,,True
Mausam Ikrar Ke Do Pal Pyar Ke,2018,130.0,Drama,2.8,10.0,Partho Ghosh,Mukesh J Bharti,Madalsa Sharma,Manju Bharti,False
Mausam Suhana,1983,,Romance,,,Vasant Dalal,Anjan Srivastav,,,True
Mausi,1958,,Drama,,,Ramesh Deo,Sumati Gupte,Baburao Pendharkar,,True
Maut,1998,120.0,Horror,4.3,25.0,Jeetu,Sapna Sappu,Raj Premi,Shabbir,False
Maut Ka Badla Maut,1985,142.0,"Action, Adventure, Drama",,,K.S. Rami Reddy,Kavita,Vijayalalitha,Ramana Murthi J.V.,False
Maut Ka Jungle,2003,,Horror,,,,,,,True
Maut Ka Khel,2001,,Horror,,,Rakesh Sawant,Asrani,Abhay Bhargava,Kiran Kumar,True
Maut Ka Pinjra,2001,,Horror,,,Brij Gopal,Anil Nagrath,Rakesh Pandey,Aman Sagar,True
Maut Ka Saya,1982,,Drama,7.0,6.0,Tulsi Ramsay,Geeta Behl,Anil Dhawan,Vijayendra Ghatge,True
Maut Ka Toofan,1935,,,,,Gulzar,,,,True
Maut Ke Farishtey,1990,,"Action, Thriller",,,Amrita Singh,,,,True
Maut Ke Peeche Maut,2003,95.0,Horror,4.2,6.0,Kishan Shah,Hemant Birje,Brij Gopal,K.K. Goswami,False
Maut Ke Saudagar,1986,,Action,,,Kiran Kumar,,,,True
Maut Ki Dahshat,2004,,Horror,,,Aman Sagar,Shabnam,Rajesh Sabharwal,Rajeev Raj,True
Maut Ki Ghati,1987,,Action,,,K.S.R. Das,Anuradha,Jayamalini,Bheema Raju,True
Maut Ki Haveli,2001,,Horror,,,A. Raja,Sohail Khan,Yamani,Deepak Shirke,True
Maut Ki Ladai,1989,,"Action, Thriller",4.4,10.0,Narayana Rao Dasari,Krishna,Jaya Prada,Sridevi,True
Maut Ki Lakeer,1991,,Action,,,,,,,True
Maut Ki Lalkar,1989,,Action,,,Kodanda Rami Reddy A.,Chiranjeevi,Suresh Oberoi,Radha,True
Maut Ki Pukar,2001,,Horror,,,Kanti Shah,,,,True
Maut Ki Raat,2000,71.0,Horror,,,Satyendra Gupta,Vijay Gupta,Satnam Kaur,Lalitesh,False
Maut Ki Sazaa,1991,,Crime,,,Devendra Khandelwal,Ashok Kumar,Anita Raj,Alok Nath,True
Maut Phir Aayegi,2018,90.0,Horror,,,Agrawal Mukesh Narayan,Vinod Tripathi,Parveer Aggarwal,Neeta Yadav,False
Maut Se Mukabala,1990,,Action,,,Anuradha,Bob Christo,Arti Gupta,Manik Irani,True
Mawaali,1983,150.0,"Action, Drama",5.4,76.0,K. Bapaiah,Jeetendra,Sridevi,Jaya Prada,False
Mawali Ek Playboy,2005,,Action,4.7,15.0,Trisha Krishnan,Nithiin,Saurabh Shukla,,True
Mawali No.1,2002,115.0,Action,3.5,8.0,Leela Prasad,Sadashiv Amrapurkar,Mithun Chakraborty,Indraja,False
Maximum,2012,110.0,"Action, Crime, Drama",4.7,202.0,Kabeer Kaushik,Sonu Sood,Naseeruddin Shah,Neha Dhupia,False
Maya,2001,105.0,Drama,7.0,278.0,Digvijay Singh,Anant Nag,Mita Vashisht,Nitya Shetty,False
Maya,1993,130.0,"Drama, Mystery, Romance",5.4,2081.0,Ketan Mehta,Deepa Sahi,Farooq Shaikh,Raj Babbar,False
Maya,1961,,"Drama, Romance",7.5,55.0,D.D. Kashyap,Dev Anand,Mala Sinha,Lalita Pawar,True
Maya,1936,132.0,"Drama, Romance",,,P.C. Barua,Pahadi Sanyal,Jamuna,Krishna Chandra Dey,False
Maya Bazaar,1949,,Fantasy,,,Datta Dharmadhikari,Durga Khote,Shahu Modak,Baby Shakuntala,True
Maya Bazaar,1958,150.0,"Adventure, Fantasy",6.5,21.0,Babubhai Mistry,Mahipal,Anita Guha,Raj Kumar,False
Maya Bazaar,1932,,,,,Khatun,Baburao Pendharkar,,,True
Maya Bazar,1984,138.0,Fantasy,,,Babubhai Mistry,Dara Singh,Rakesh Pandey,Rita Bhaduri,False
Maya Darpan,1972,107.0,Drama,6.9,69.0,Kumar Shahani,Aditi,Iqbalnath Kaul,Anil Pandya,False
Maya Jaal,1962,,"Action, Adventure, Fantasy",,,Babubhai Mistry,Bhudo Advani,Mumtaz Begum,Chitra,True
Maya Jaal,1933,,,,,Bhudo Advani,Ameena,Bibbo,Paidi Jairaj,True
Maya Machhindra,1951,,Fantasy,,,Aspi Irani,Trilok Kapoor,Amirbai Karnataki,Usha Kiran,True
Maya Machhindra,1960,,"Adventure, Drama",,,Babubhai Mistry,Nirupa Roy,Manher Desai,Raj Kumar,True
Maya Machhindra,1932,154.0,,5.8,13.0,Shantaram Rajaram Vankudre,Govindrao Tembe,Durga Khote,Master Vinayak,False
Maya Machindra,1975,,Drama,7.9,9.0,S.N. Tripathi,Abhi Bhattacharya,Kanan Kaushal,Satyajeet,True
Maya Mahal,1963,,,,,Chandrakant,Bela Bose,Helen,Indira,True
Maya Mahal,1949,,,,,K. Talpade,Fearless Nadia,John Cawas,Dalpat,True
Maya Nagari,1944,,"Action, Fantasy",,,Dhirubhai Desai,Natwar Shyam,Rajkumari,Yashwant Dave,True
Maya Nagri,1957,,Drama,,,Mahipal,Shakila,Murad,Krishna Kumari,True
Maya Sundari,1967,,,,,A.S.A. Sami,Gemini Ganesan,Madhumati,Savitri,True
Mayday,2022,141.0,"Drama, Thriller",,,Ajay Devgn,Amitabh Bachchan,Rakul Preet Singh,Ajay Devgn,False
Mayooraa,1976,,Drama,7.9,16.0,T.N. Balakrishna,Manjula,Rajkumar,Srinath,True
Mayura,1976,,Drama,8.6,41.0,Rajkumar,K.S. Ashwath,T.N. Balakrishna,Shashi Kiran,True
Mayuri,1983,,Drama,,,Birendra,Abhi Bhattacharya,Vasant Choudhury,Jagdeep,True
Mayurpankh,1954,106.0,"Adventure, Drama, Musical",5.9,16.0,Kishore Sahu,Kishore Sahu,Sumitra Devi,Odette Ferguson,False
Maza Aur Mauj Masti,2005,,"Crime, Drama, Thriller",,,Sateesh B.K.,Mohan Juneja,Sureema Mukharjee,Raj Premi,True
Mazaa Masti Ka,1991,,Thriller,,,,,,,True
Mazaa Mazaa,2005,99.0,Romance,2.7,58.0,T.L.V. Prasad,Farid Amiri,Mridula Baruah,Pankaj Berry,False
Mazaa. A.A.,2005,,Thriller,,,,,,,True
Mazaaq,1943,,,,,Zahur Raja,Tara,,,True
Mazaaq,1975,103.0,Comedy,6.7,17.0,Haidar Ali,Vinod Mehra,Moushumi Chatterjee,Aruna Irani,False
Mazdoor,1934,155.0,Drama,8.5,6.0,Mohan Dayaram Bhavnani,Bibbo,S.B. Nayampalli,Paidi Jairaj,False
Mazdoor,1945,,,,,Nitin Bose,Upendranath Ashk,K.N. Singh,,True
Mazdoor,1983,170.0,"Drama, Romance",6.5,99.0,Ravi Chopra,Dilip Kumar,Nanda,Raj Babbar,False
Mazdoor Zindabaad,1976,124.0,Drama,5.7,14.0,Naresh Kumar,Randhir Kapoor,Parveen Babi,Manmohan Krishna,False
Maze Le Lo,1975,,Comedy,,,Master Bhagwan,Preeti Ganguli,Jagdeep,I.S. Johar,True
Mazhab,1996,,Drama,,,Parvez Jamal,Vandana Bhardwaj,Shailesh Chandrakant,Ashutosh Gowariker,True
Mazloom,1986,,"Action, Crime, Drama",4.8,8.0,C.P. Dixit,Bina,Feroz,Goga Kapoor,True
Me and Mrs. Khanna,2009,109.0,"Comedy, Drama, Romance",3.6,2925.0,Prem Soni,Salman Khan,Kareena Kapoor,Sohail Khan,False
Medal,2018,96.0,Drama,7.9,7.0,Ganesh Mehta,Muzahid Khan,Indrisha Basu,Tanushri Basak,False
Mee Raqsam,2020,80.0,Drama,6.7,384.0,Baba Azmi,Juhaina Ahsan,Shivangi Gautam,Danish Husain,False
Mee Sindhutai Sapkal,2010,110.0,"Biography, Drama",6.9,126.0,Ananth Narayan Mahadevan,Jyoti Chandekar,Ameya Hunaswadkar,Neena Kulkarni,False
Meena,1944,,,,,Phani Majumdar,Dixit,Sashi Kapoor,,True
Meena Bazaar,1950,,Drama,7.9,13.0,Ravindra Dave,Nargis,,,True
Meena Bazar,1991,,Drama,4.8,12.0,P. Chandra Kumar,Ishrat Ali,Coca Cola,Poonam Dasgupta,True
Meena Kumari Ki Amar Kahani,1981,,Drama,7.9,13.0,Sohrab Modi,Dolly,Sona Mastan Mirza,Bharat Bhushan,True
Meenakshi,1942,155.0,Drama,7.2,12.0,Modhu Bose,Sadhona Bose,Ahindra Choudhury,Rajlakshmi Devi,False
Meenar,1954,,Mystery,,,Hemen Gupta,Bharat Bhushan,Bina Rai,Pran,True
Meenaxi: Tale of 3 Cities,2004,,"Drama, Musical, Romance",6.2,292.0,M.F. Hussain,Tabu,Raghuvir Yadav,Nadira Babbar,True
Meendum Kokila,1981,139.0,"Comedy, Drama, Romance",6.2,115.0,G.N. Rangarajan,Kamal Haasan,Sridevi,Unni Mary,False
Meera,1979,155.0,"Drama, History",6.6,109.0,Gulzar,Hema Malini,Vinod Khanna,Shammi Kapoor,False
Meera,1947,120.0,,7.7,14.0,Ellis Dungan,M.S. Subbalakshmi,,,False
Meera Ka Mohan,1992,152.0,Romance,5.5,14.0,K. Ravi Shankar,Avinash Wadhawan,Ashwini Bhave,Pran,False
Meera Ke Girdhar,1992,,Drama,,,Upasna Khosla,Viren Mathan,Parikshit Sahni,Himani Shivpuri,True
Meera Shyam,1976,,"Drama, Fantasy",,,Abhi Bhattacharya,Paidi Jairaj,Alankar Joshi,Kanan Kaushal,True
Meerabai,1947,,,,,W.Z. Ahmed,Masud Pervaiz,Nirupa Roy,Tiwari,True
Meerabai Not Out,2008,,"Comedy, Drama, Romance",3.9,87.0,Chandrakant Kulkarni,Anupam Kher,Mahesh Manjrekar,Mandira Bedi,True
Meeradha,2016,,Romance,6.6,19.0,Aashish Sinha,Sandesh Gour,Venus Jain,Suhani Jethlia,True
Meeruthiya Gangsters,2015,129.0,"Comedy, Crime",7.2,623.0,Zeishan Quadri,Jaideep Ahlawat,Aakash Dahiya,Jatin Sarna,False
Meet Mere Man Ke,1991,150.0,"Action, Drama",5.3,13.0,Mehul Kumar,Feroz Khan,Salma Agha,Prasenjit Chatterjee,False
Meetha Jahar,1938,,Drama,,,Sohrab Modi,Sohrab Modi,Naseem Banu,Gajanan Jagirdar,True
Meetha Zahar,2005,,Thriller,,,,,,,True
Meetha Zehar,1985,,"Action, Drama",5.0,6.0,Mohinder,Deepak Parashar,Padmini Kapila,Om Prakash,True
Meethi Meethi Raten,1991,91.0,Thriller,,,Gopal Krishna,Poonam Dasgupta,Sukumaran,,False
Meethi Nazar,1935,,,,,Harshadrai Sakerlal Mehta,M. Bhagwandas,Rampiary,,True
Megalopolis,2018,79.0,Mystery,6.6,18.0,Rohit Mittal,Kuldeep Patil,Naina Sareen,Arjun Radhakrishnan,False
Megha,1996,,Romance,3.7,62.0,Mohanji Prasad,Shammi Kapoor,Karisma Kapoor,Rahul Roy,True
Meghdoot,1945,,,6.4,9.0,Debaki Bose,Leela Desai,Shahu Modak,,True
Mehak,1985,,Family,,,Chander H. Bahl,Vijayendra Ghatge,Deepak Parashar,Shoma Anand,True
Mehak Sugandh,2021,,Drama,,,Vivek Chauhan,Rk Vashist,Kafil Ahmed,Aryav,True
Mehandi,1947,,,,,Sibtain Fazli,Ajit,Karan Dewan,Nargis,True
Mehandi Ban Gai Khoon,1991,,Action,4.8,19.0,R.S. Ghelan,Birbal,Aashish Chanana,Juhi Chawla,True
Meharbaan,1993,,Romance,5.7,44.0,K. Ravi Shankar,Sadashiv Amrapurkar,Harbans Darshan M. Arora,Mithun Chakraborty,True
Meharbaan,2005,,Drama,,,,,,,True
Meharbaani,1982,140.0,Drama,6.1,22.0,Ajit Singh Deol,A. Nairang,Mahendra Sandhu,Sarika,False
Meharbani,1950,,,,,K. Amarnath,Ajit,Gope,Indu Pal,True
Mehboob Ki Mehndi,1971,151.0,"Drama, Musical, Romance",6.7,119.0,Harnam Singh Rawail,Rajesh Khanna,Leena Chandavarkar,Pradeep Kumar,False
Mehboob Mere Mehboob,1992,,Romance,5.7,11.0,Ramanjit Juneja,Harnam Singh Rawail,Gurdip Singh,Sujoy Mukherjee,True
Mehbooba,1954,,"Adventure, Romance",7.4,7.0,K. Amarnath,Gope,Hiralal,Nalini Jaywant,True
Mehbooba,1976,134.0,"Drama, Romance",6.5,144.0,Shakti Samanta,Rajesh Khanna,Hema Malini,Prem Chopra,False
Mehbooba,2008,163.0,"Drama, Romance",3.5,351.0,Tabrez Hashmi,Afzal Khan,Sanjay Dutt,Manisha Koirala,False
Mehbooba,1965,,Romance,,,Manher Desai,Leela Gupte,Anwar Hussain,Kamal Mehra,True
Meher,2020,,Drama,9.3,27.0,Rajat Bhardwaj,Amrit,Dimple Chauhan,Sapna Das,True
Mehfil,1957,,Drama,,,Daljeet,Jankidas,Rehana,,True
Mehlon Ke Khwab,1960,,"Drama, Romance",6.7,16.0,Muhafiz Haider,Kishore Kumar,Chanchal,Pradeep Kumar,True
Mehmaan,1972,,Animation,,,Bhimsain,,,,True
